Schulart;Ort;Name;Schulnummer;Strasse;PLZ;Telefon;URL
GY;"St. Goarshausen";"GY St. Goarshausen";50927;"Gymnasialstr. 2-5";56346;(06771)93130;http://www.whg-web.de
GS;"St. Johann";"GS St. Johann";17359;"Kirchstr. 28";56727;(02651)71822;
GS;"St. Julian";"GS St. Julian";17495;"In der Lenschbach 2";66887;(06387)334;http://www.gs-st-julian.bildung-rp.de
GS;"St. Katharinen";"GS St. Katharinen";23366;"Am Sportplatz 10";53562;(02645)3170;www.grundschule-sankt-katharinen.de
GS;"St. Martin";"GS St. Martin";17512;"Bergstr. 24";67487;(06323)4094;http://www.gs-st-martin.de
GS;"St. Sebastian";"GS St. Sebastian";24465;"Hauptstr. 6";56220;(0261)82612;http://www.lindenbaum-grundschule.de
GS;Stadecken-Elsheim;"GS Stadecken-Elsheim";25172;"Rupt-Sur-Moselle-Str. 5";55271;(06136)2221;http://www.adam-elsheimer-gs.de
GS;Stadtkyll;"GS Stadtkyll";23833;"Schulstr. 8";54589;(06597)2359;http://www.grundschule-stadtkyll.de
GS;Staudernheim;"GS Staudernheim";17542;"Schulstr. 36";55568;(06751)6454;
GS;Steinfeld;"GS Steinfeld";23473;"Schulring 14";76889;(06340)260;
GS;Steinweiler;"GS Steinweiler";17556;"Jahnstr. 4";76872;(06349)939751;www.gs-steinweiler.de
GS;Steinwenden;"GS Steinwenden";17569;"Goethestr. 1";66879;(06371)50814;
GS;Stetten;"GS Stetten";17572;"Hohlstr. 6";67294;(06355)2271;
GS;Stockum-Püschen;"GS Stockum-Püschen";25665;"Zum Heckelchen";56459;(02661)40285;http://www.stoeffelmausschule.de
GS;Straßenhaus;"GS Straßenhaus";17585;"Schulstr. 7";56587;(02634)4333;http://ww.gs-strassenhaus.de
GY;Streithausen;"GY Marienstatt";50120;"Abtei Marienstatt";57629;02662-96986-0;www.gymnasium-marienstatt.de
GS;Stromberg;"GS Stromberg";27111;"Schulstr. 2";55442;(06724)1322;
IGS;Stromberg;"IGS Stromberg";70155;"Rother Weg 19";55442;(06724)60270;http://www.IGS-Stromberg.de
GHS;Taben-Rodt;"GHS Taben-Rodt";25185;"Probstey St. Josef";54441;(06582)914000;
GS;Tawern;"GS Tawern";17646;"Kapellenstr. 3";54456;(06501)17479;
GS;Thaleischweiler-Fröschen;"GS Thaleischweiler-Fröschen";25472;"Grieshohlstr. 15";66987;(06334)5162;
IGS;Thaleischweiler-Fröschen;"IGS Thaleischweiler-Fröschen";70171;"Schulstr. 2";66987;(06334)92230;http://www.igs-frosch.de
GS;Thalfang;"GS Thalfang";17662;"In der Nah";54424;(06504)95589-0;http://www.gs-thalfang.bildung-rp.de
RS+;Thalfang;"RS+ Thalfang";41812;"Hauptstr. 43";54424;(06504)741;http://http://www.erbeskopf-realschuleplus-thalfang.de
GS;Theisbergstegen;"GS Theisbergstegen";17675;"Hauptstr. 2";66871;(06381)1388;
GS;Thür;"GS Thür";17706;"Schulstr. 2";56743;(02652)1706;
GS;Traben-Trarbach;"GS Traben-Trarbach";17719;"Allwies 20";56841;(06541)2380;www.Grundschule-Traben-Trarbach.de
GY;Traben-Trarbach;"GY Traben-Trarbach";50900;"Bernkasteler Weg 72";56841;(06541)83820;http://www.gymtt.de
RS+FOS;Traben-Trarbach;"RS+FOS Traben-Trarbach";40565;"Köveniger Str. 78";56841;"(06541) 8185170";http://www.realschule-plus-traben-trarbach.de
FOES;Traben-Trarbach;"SFE Traben-Trarbach";31210;"Maiweg 140";56841;(06541)816730;
GRS+;Treis-Karden;"GRS+ Treis-Karden";41706;"Hinter Abend";56253;(02672)95055-0;http://www.grs-treis-karden.de
BBS;Trier;"BBS Trier Balthasar-Neumann-Technikum";62808;"Paulinstr. 105";54292;(0651)91800-0;http://www.bnt-trier.de
BBS;Trier;"BBS Trier CEB";64703;"Metternichstr. 42";54296;(0651)1460610;http://www.ceb-akademie.eu
BBS;Trier;"BBS Trier Eberhard";60916;"Balduinstr. 8";54290;(0651)73485;http://www.privatschule-eberhard.de
BBS;Trier;"BBS Trier Ern/Hsw/Soz";60826;"Deutschherrenstr. 31";54290;(0651)718-3719;http://www.bbs-ehs-trier.de
BBS;Trier;"BBS Trier Gew./Tech.";60719;"Langstr. 15";54290;(0651)7181719;http://www.bbsgut-trier.de
BBS;Trier;"BBS Trier Malteser";64733;"Thebäerstr. 44";54292;0651/146480;" "
BBS;Trier;"BBS Trier Marienhaus";60556;"Egbertstraße 18";54295;(0651)4627120;http://www.altenpflegeschule-trier.de
BBS;Trier;"BBS Trier St. Helena";60902;"Dominikanerstr. 3";54290;(0651)41373;http://www.BBS-Helena-Trier.de
BBS;Trier;"BBS Trier Wirt.";60932;"Irminenfreihof 9";54290;(0651)718-2719;http://www.bbsw-trier.de
FWS;Trier;"FWS Trier";79018;"Montessoriweg 7";54296;(0651)9930136;http://www.waldorfschule-trier.de/
GS;Trier;"GS Trier am Dom";20470;"Dominikaner Str. 4";54290;(0651)7105-8310;http://www.grundschule-st-paulin.de
GS;Trier;"GS Trier Ambrosius";10058;"Thyrsusstr. 43";54292;(0651)46394210;
GS;Trier;"GS Trier Ausonius";10075;"Langstr. 4";54290;(0651)7184000;http://www.ausonius-grundschule.de
GS;Trier;"GS Trier Barbara";10421;"Friedrich-Wilhelm-Str. 52";54290;(0651)49252;
GS;Trier;"GS Trier Egbert";10301;"Soterstraße 3";54295;(0651)49251;http://www.egbert-grundschule.de
GS;Trier;"GS Trier Gregor-von-Pfalzel";23520;"Pfalzgrafenstr. 49";54293;(0651)64907;http://www.grundschule-pfalzel.de
GS;Trier;"GS Trier Johann-Herrmann";17765;"Pestalozzistr. 3";54294;(0651)88682;http://www.gs-euren.de
GS;Trier;"GS Trier Keune";20543;"Am Weidengraben 33";54296;(0651)12384;http://keune-gs.de
GS;Trier;"GS Trier Martin";20710;"Peter-Friedhofen-Str. 48";54292;(0651)26797;http://www.martin-grundschule.de
GS;Trier;"GS Trier Matthias";20766;"Kentenichstr. 2-4";54290;(0651)30625;http://matthias-grundschule.de
GS;Trier;"GS Trier St. Peter";17749;"Oberstr. 8a";54293;(0651)64963;http://www.grundschule-st-peter.de
GS;Trier;"GS Trier Zewen";11155;"Fröbelstr. 1";54294;(0651)85776;http://ghs-zewen.de
GS;Trier;"GS Trier-Biewer";17752;"Johannes-Kerscht-Str. 9";54293;"(0651) 62905";http://www.gs-trier-biewer.de
GS;Trier;"GS Trier-Feyen";17779;"Estricher Weg 11";54294;(0651)32841;http://www.gs-trier-feyen.de
GS;Trier;"GS Trier-Heiligkreuz";11815;"Rotbachstr. 21";54295;(0651)309872;
GS;Trier;"GS Trier-Irsch";17795;"Auf der Neuwies 3";54296;(0651)16434;http://www.grundschule-trier-irsch.de
GS;Trier;"GS Trier-Kürenz";14879;"Thyrsusstraße 43";54292;(0651)46394210;http://www.grundschule-kuerenz.de
GS;Trier;"GS Trier-Mariahof";17809;"Am Mariahof 23";54296;(0651)31196;
GS;Trier;"GS Trier-Olewig";17812;"Auf der Ayl 40";54295;(0651)32842;http://www.gs-olewig.de
GS;Trier;"GS Trier-Pallien";17826;"Im Sabel 30";54294;(0651)86777;http://www.grundschule-pallien.de
GS;Trier;"GS Trier-Quint";17839;"Taubenbergstr. 16";54293;(0651)66155;http://www.grundschule-trier-quint.de
GS;Trier;"GS Trier-Reichertsberg";17842;"Jahnstr. 32 a";54294;(0651)85262;http://gs-reichertsberg.bildung-rp.de/
GS;Trier;"GS Trier-Ruwer";26297;"Franz-Altenhofen-Str. 1";54292;(0651)52264;http://www.grundschule-trier-ruwer.bildung-rp.de
GS;Trier;"GS Trier-Tarforst";17855;"Am Trimmelter Hof 206";54296;(0651)10326;http://www.grundschule-tarforst.de
GY;Trier;"GY Trier Angela-Merici";50014;"Neustr. 35";54290;(0651)145980;http://www.amg-trier.de
GY;Trier;"GY Trier Auguste-Viktoria";50344;"Dominikanerstr. 2";54290;(0651)1461910;http://www.avg-trier.de
GY;Trier;"GY Trier Friedrich-Spee";50657;"Mäusheckerweg 1";54293;(0651)9679810;http://www.fsg-trier.de
GY;Trier;"GY Trier Friedrich-Wilhelm";50447;"Olewiger Str. 2";54295;(0651)966383-0;http://www.fwg-trier.com
GY;Trier;"GY Trier Humboldt";50720;"Augustinerstr. 1";54290;(0651)9795-0;http://www.hgt-trier.de
GY;Trier;"GY Trier Max-Planck";50867;"Sichelstr. 3";54290;(0651)1461950;http://www.mpg-trier.de
IGS;Trier;"IGS Trier";70455;Montessoriweg;54296;(0651)145922-0;http://igs-trier.de
RS;Trier;"RS Trier Blandine-Merten";40098;"Bernhardstr. 26";54295;(0651)9380334;http:/www.bmrtrier.de
RS+;Trier;"RS+ Trier Kurfürst-Balduin";42457;"Trierweiler Weg 12";54294;(0651)820394;http://www.kubawest.de
RS+;Trier;"RS+ Trier Mandela";40968;"Speestraße 12b";54290;(0651)49250;nmr-trier.de
RS+;Trier;"RS+ Trier Maximin";42490;"Maximinstr. 18b";54292;(0651)147550;http://www.st-maximin.de
RS+;Trier;"RS+ Trier-Ehrang";41032;"Mäusheckerweg 1";54293;(0651)9679860;http://www.rspte.de
FOES;Trier;"SFG Trier";31630;"Engelstr. 20";54292;(0651)28011;www.porta-nigra-schule.de
FOES;Trier;"SFGLS Trier";30202;"Am Trimmelter Hof 201";54296;(0651)910350;http://www.whc-schule-trier.de
FOES;Trier;"SFL Trier St. Josef";30139;"Schöndorfer Str. 2";54292;(0651)28421;http://www.sankt-josef-trier.de
FOES;Trier;"SFLS Trier Medard";31930;"Medardstr. 2";54294;(0651)993796810;http://www.medardschule.de
FOES;Trier;"SFM Trier";31777;"Trevererstr. 42";54295;(0651)991939-0;http://www.treverer-schule.de
STUDSEM;Trier;"StudSem BBS Trier";90504;"Oerenstr. 15";54290;(0651)41628;
STUDSEM;Trier;"StudSem FOES Neuwied TD Trier";90639;"Schulstraße 21";54293;0651(44922);http://studienseminar.rlp.de/foesch/neuwied.html
STUDSEM;Trier;"StudSem GS Trier";90005;"Schulstr. 21";54293;(0651)44922;
STUDSEM;Trier;"StudSem GY Trier";90206;"Christophstr. 1";54290;(0651)41575;http://studienseminar.rlp.de/gym/trier.html
STUDSEM;Trier;"StudSem RS+ Trier";90103;Montessoriweg;54296;(0651)31030;
GS;Trierweiler;"GS Trierweiler";26043;"Schulstr. 15";54311;(0651)88426;http://www.gs-trierweiler.de
GS;Trippstadt;"GS Trippstadt";17869;"Steiggasse 5";67705;(06306)1605;
GS;Trittenheim;"GS Trittenheim";17872;"Johann-Trithemius-Str. 32";54349;(06507)5080;
GS;Üdersdorf;"GS Üdersdorf";17899;"Neue Schulstr. 37";54552;(06596)267;http://www.grundschule-uedersdorf.de
GS;Uelversheim;"GS Uelversheim";17902;"Schlosspforte 5";55278;(06249)7014;
GS;Uersfeld;"GS Uersfeld";17916;"Römerhügel 5";56767;(02657)941091;http://www.grundschule-uersfeld.de
GS;Ulmen;"GS Ulmen";23550;"Bahnhofstr. 37";56766;"(02676) 8177";
RS+;Ulmen;"RS+ Ulmen/Lutzerath";41826;"Am Jungferweiher";56766;(02676)1551;http://www.rs-vulkaneifel.de/
GS;Ulmet;"GS Ulmet";17959;"Schulstr. 6";66887;(06387)7335;
GS;Undenheim;"GS Undenheim";10494;"Staatsrat-Schwamb-Str. 105-109";55278;(06737)9627;http://www.ggs-undenheim.de
GS;Unkel;"GS Unkel";17962;"Schulstr. 6";53572;"(02224) 6504";http://www.grundschule-unkel.de
RS+;Unkel;"RS+ Unkel";41586;"Linzer Str. 17 b";53572;(02224)981580;http://www.stefan-andres-schule.de
GS;Unnau;"GS Unnau";23563;"Schwimmbadstr. 32";57648;(02661)64358;http://www.gs-unnau.de
GS;Urbach;"GS Urbach";17989;Postweg;56317;(02684)4266;
GS;Urbar;"GS Urbar";25139;"Am Sportplatz 2b";56182;(0261)62582;http://www.vallendar.eu/1954.0.html
GS;Urmitz;"GS Urmitz";24478;"Hauptstr. 15";56220;(02630)7393;http://www.grundschule-urmitz.de
GS;Üxheim;"GS Üxheim";17945;"Schulstr. 1";54579;(02696)329;http://www.guex.de
GS;Vallendar;"GS Vallendar";18007;"Schulstr. 7";56179;(0261)65323;http://www.grundschule-vallendar.de
GY;Vallendar;"GY Vallendar";50194;"Höhrer Str. 74-76";56179;(0261)60356;http://www.schoenstaetter-marienschule.de
RS+;Vallendar;"RS+ Vallendar Konrad-Adenauer";41599;"Sebastian-Kneipp-Str. 1a";56179;(0261)69662;http://www.irsp-vallendar.de
RS+;Vallendar;"RS+ Vallendar Marienschule";41106;"Höhrer Str. 74-76";56179;(0261)60356;http://www.schoenstaetter-marienschule.de
GS;Veldenz;"GS Veldenz";18010;"Schulstr. 5";54472;(06534)517;
GS;Vettelschoß;"GS Vettelschoß";23589;"Willscheider Weg 30";53560;(02645)2633;
GRS+;Vinningen;"GRS+ Vinningen";41899;"Rehbergstr. 17";66957;(06335)7612;http://www.schule-vinningen.de
GS;Wachenheim;"GS Wachenheim";26837;"Hinterm Graben 3";67157;"(06322)66074 - Sekretaria";
GS;Wackernheim;"GS Wackernheim";18053;"Taunusstr. 1";55263;(06132)59018;
GS;Waldalgesheim;"GS Waldalgesheim";18066;Schulstr.12;55425;(06721)3059933;http://www.gswaldalgesheim.de
GS;Waldböckelheim;"GS Waldböckelheim";26957;"Schulstr. 6";55596;(06758)7912;http://www.gs-waldboeckelheim.de
GS;Waldbreitbach;"GS Waldbreitbach";27321;"In der Au 38";56588;(02638)4250;http://www.dhs-waldbreitbach.de
RS+;Waldbreitbach;"RS+ Waldbreitbach";41299;"In der Au 38";56588;(02638)4157;http://www.dhs-waldbreitbach.de/
GS;Waldesch;"GS Waldesch";18083;"Rhenser Str.";56323;(02628)988317;http://www.grundschule-waldesch.de
GS;Waldfischbach-Burgalben;"GS Waldfischbach-Burgalben";24944;"Philipp-Rothhaar-Str. 17";67714;(06333)955192;
IGS;Waldfischbach-Burgalben;"IGS Waldfischbach-Burgalben";70318;"Karl-Stöß-Ring 2a";67714;(06333)92020;http://www.igs-waldfischbach-burgalben
GS;Waldgrehweiler;"GS Waldgrehweiler";12450;"Felsenstr. 6";67822;(06364)1805;http://www.gs-waldgrehweiler.de
GS;Waldmohr;"GS Waldmohr";27351;"Bahnhofstr. 57 b";66914;"06373 8920604";
GRS+;Waldrach;"GRS+ Waldrach";41722;"Schulstr. 8";54320;(06500)426;http://ruwertalschule.de
GS;Waldsee;"GS Waldsee";10718;"Schifferstadter Str. 2";67165;(06236)54127;http://schule.waldsee.de
GS;Wallenborn;"GS Wallenborn";25409;"Neue Schulstr. 9";54570;(06599)461;http://www.grundschule-wallenborn.de
GS;Wallersheim;"GS Wallersheim";18113;"Schulstr. 3";54597;(06558)393;"www.grundschule-wallersheim.de "
GS;Wallertheim;"GS Wallertheim";18126;"Schulstr. 6";55578;(06732)7594;http://www.gs-wallertheim.de
GS;Wallhalben;"GS Wallhalben";27335;"Schulstr. 13";66917;(06375)277;http://www.gs-wallhalben.de
RS+;Wallhalben;"RS+ Wallhalben";41902;"Talstr. 1";66917;(06375)5292;http://rsplus-wallhalben.de
GRS+;Wallhausen;"GRS+ Wallhausen/Waldböckelh.";41303;"Cremerstr. 4";55595;(06706)439;http://www.grsplusgeschwisterscholl.de
GS;Wallmerod;"GS Wallmerod";26570;"Molsbergerstr. 9";56414;(06435)6029;http://www.grundschule-wallmerod.de
GS;Wassenach;"GS Wassenach";18160;"Zehntgasse 16";56653;(02636)1226;
GS;Wasserliesch;"GS Wasserliesch";11678;"In der Acht 4";54332;(06501)13808;
GS;Wattenheim;"GS Wattenheim";23606;"Hauptstr. 34";67319;(06356)417;http://www.grundschule-wattenheim.de
GS;Waxweiler;"GS Waxweiler";26703;"Schulstr. 10a";54649;(06554)666;http://www.ghs-waxweiler.de
GS;Wehr;"GS Wehr";18173;"Kellerei 2";56653;(02636)7030;http://www.grundschule-wehr.de
GS;Weibern;"GS Weibern";18186;"Schulstr. 3";56745;(02655)1313;http://www.grundschule-weibern.de
GS;Weidenthal;"GS Weidenthal";24748;"Langentalstr. 3";67475;(06329)511;http://www.grundschule-weidenthal.de
GS;Weiler;"GS Weiler Vordereifel";18203;"Schulstr. 1";56729;(02656)2149050;www.grundschule.ettringen-eifel.de
GS;Weiler;"GS Weiler/Bingen";18190;Heiligkreuzweg;55413;(06721)32875;http://www.grundschule-weiler.de
GS;Weilerbach;"GS Weilerbach";24854;"Schulstr. 8";67685;(06374)1410;http://gs-weilerbach.bildung-rp.de/
RS+;Weilerbach;"RS+ Weilerbach";42127;"In der Naßerde 30";67685;(06374)91490;http://www.westpfalzschule-weilerbach.de
GS;Weingarten;"GS Weingarten";10181;"Schulstr. 12";67366;(06344)2538;www.grundschule-weingarten.de
GS;Weinsheim;"GS Weinsheim";18220;"Schulstr. 26";55595;(06758)6600;http://weinsheim.de/bildung
GS;Weisenheim;"GS Weisenheim am Berg";27274;"Neumayerstraße 27";67273;(06353)507824;
GS;Weisenheim;"GS Weisenheim am Sand";24002;"Westring 24";67256;(06353)8806;http://grundschule-weisenheimamsand.net
RS+;Weisenheim;"RS+ Weisenheim";41916;"Neumayerstraße 27";67273;(06353)3952;http://www.rgs-weisenheim.de
GS;Weißenthurm;"GS Weißenthurm";18250;"An der Breslauer Str.";56575;(02637)2792;
RS+;Weißenthurm;"RS+ Weißenthurm";42190;"Kirchstr. 3";56575;(02637)944700;www.praktika-weissenthurm.de
GS;Weitefeld;"GS Weitefeld";18263;"Schulstr. 3";57586;(02743)6310;http://www.grundschule.weitefeld.de
GS;Weitersburg;"GS Weitersburg";25125;Peter-Friedhofen-Str.;56191;(02622)5243;http://www.gs-weitersburg.de
GS;Welling;"GS Welling";18280;"Mayener Str. 12";56753;(02654)1475;
BBS;Welschbillig;"BBS Welschbillig";62181;"Bitburgerstr. 217";54295;(06506)899-0;
GS;Welschbillig;"GS Welschbillig";18293;"Mühlenstr. 9";54298;"(06506) 443";
FOES;Welschbillig;"SFE Welschbillig";31914;"Puricellistr. 1";54298;(06506)899116;http://www.helenenberg.de
GS;Welschneudorf;"GS Welschneudorf";24241;"Schulstr. 9";56412;(02608)801;
GS;Weroth;"GS Weroth";26420;"Hundsänger Str. 1";56414;(06435)1066;http://www.lindengrundschule-weroth.bildung-rp.de
GS;Wershofen;"GS Wershofen";18310;"Hauptstr. 42";53520;(02694)1344;
GS;Weselberg;"GS Weselberg";24375;"Hauptstr. 8";66919;(06333)63172;
BBS;Westerburg;"BBS Westerburg";60106;"Hofwiesenstr. 1";56457;(02663)99040;http://www.bbs-westerburg.de
GRS+;Westerburg;"GRS+ Westerburg Montessori";41316;"Wäller Park Haus 14+17";56457;02663-9114680;http://www.montessori-westerwald.de
GS;Westerburg;"GS Westerburg";26477;"Breslauer Str. 1";56457;(02663)2609;http://www.regenbogenschule-westerburg.de/
GY;Westerburg;"GY Westerburg";51048;"Wörthstr. 16";56457;(02663)94380;http://www.kag-westerburg.de
RS+;Westerburg;"RS+ Westerburg";40414;"Wörthstr. 18";56457;(02663)98010;http://www.realschuleplus-westerburg.de
FOES;Westerburg;"SFL Westerburg";30172;"Königsberger Str.";56457;(02663)94350;
STUDSEM;Westerburg;"StudSem GS Westerburg";90007;"Breslauer Str. 1";56457;(02663)3275;http://studienseminar-westerburg.bildung-rp.de
GS;Westheim;"GS Westheim";18323;"Schulstr. 1";67368;(06344)1758;
GRS+;Westhofen;"GRS+ Westhofen";41929;"Osthofener Str. 40";67593;(06244)9065-0;http://ohs-westhofen.de
GS;Weyerbusch;"GS Weyerbusch";10105;Schulstr.;57635;(02686)295;http://www.gs-weyerbusch.de
GS;Wiesbach;"GS Wiesbach";18336;"Schulstr. 38";66894;(06337)8243;http://www.grundschule-wiesbach.de
GS;Wilgartswiesen;"GS Wilgartswiesen";18340;"Schulstr. 25";76848;(06392)1524;
GS;Wiltingen;"GS Wiltingen";18353;"Rosenbergstr. 130 c";54459;(06501)16126;http://www.grundschule-wiltingen.de
FOES;Wiltingen;"SFLS Wiltingen";31404;"Rosenbergerstr. 130 a";54459;(06501)16432;http://www.dobowi.de
FOES;Wimbach;"SFL Wimbach";30619;"Schulstr. 22 - 24";53518;(02691)7854;http://www.nuerburgringschule.de
GS;Wincheringen;"GS Wincheringen";26870;"Helfanter Str. 15";54457;(06583)230;gs.wincheringen.de
GS;Windhagen;"GS Windhagen";18396;"Reinhard-Wirtgen-Str. 8";53578;(02645)4926;
GS;Winningen;"GS Winningen";25622;"Marktstr. 57";56333;(02606)404;www.grundschule-winningen.de
GS;Winnweiler;"GS Winnweiler";20830;"Schulstr. 19 a";67722;(06302)2731;http://www.Grundschule-Winnweiler.de
GY;Winnweiler;"GY Winnweiler";51291;"Gymnasiumstr. 15";67722;(06302)92250;http://www.weg-winnweiler.de
RS+;Winnweiler;"RS+ Winnweiler";42130;"Schulstr. 20a";67722;(06302)2090;http://www.ASRplus.de
GS;Wintrich;"GS Wintrich";18426;"Schulstr. 11";54487;(06534)8326;
GS;Wirges;"GS Wirges";23923;Theodor-Heuss-Ring;56422;(02602)9494110;http://www.grundschule-wirges.de/
RS+;Wirges;"RS+ Wirges";41603;Theodor-Heuss-Ring;56422;(02602)937310;http://www.rpluswirges.de
FOES;Wirges;"SFGM Wirges";30142;Theodor-Heuss-Ring;56422;(02602)6340;http://www.katharina-kasper-schule.de
BBS;Wissen;"BBS Wissen";60059;"Hachenburger Str. 47";57537;(02742)93370;http://www.bbs-wissen.de
GS;Wissen;"GS Wissen";18443;"Schulstr. 12";57537;(02742)2921;http://www.gs-wissen.bildung-rp.de
GY;Wissen;"GY Wissen";50777;Pirzenthalerstr.;57537;"(02742) 71798";http://www.gymnasium-wissen.de/
RS+;Wissen;"RS+ Wissen";40252;"Im Kreuztal 108";57537;(02742)2571;http://www.realschuleplus-wissen.de
FOES;Wissen;"SFGM Wissen";31224;"Holschbacher Str. 87";57537;(02742)3642;http://www.sfgwissen.de
FOES;Wissen;"SFL Wissen";31357;"Böhmer-Str. 14";57537;(02742)910703;
GS;Wittgert;"GS Wittgert";18460;Schulstr.;56237;(02623)2216;http://grundschule-haiderbach.de
BBS;Wittlich;"BBS Wittlich";60182;"Rudolf-Diesel-Str. 1";54516;(06571)9778-0;http://www.bbs-wittlich.de/
GS;Wittlich;"GS Wittlich Meistermann";18473;Lieserstr.;54516;(06571)2528;http://www.gm-grundschule.de
GS;Wittlich;"GS Wittlich-Bombogen";18499;"Berlinger Str. 1";54516;(06571)26181;http://www.gs-bombogen.jw2.de
GS;Wittlich;"GS Wittlich-Friedrichsstr.";18486;"Friedrichstr. 14";54516;(06571)5119;http://GSWittlich-Friedrichstr.bildung-rp.de
GS;Wittlich;"GS Wittlich-Wengerohr";18503;"Schulstr. 1";54516;(06571)6011;http://www.gs-wengerohr.de
GY;Wittlich;"GY Wittlich Cusanus";50044;"Kurfürstenstr. 14";54516;(06571)956140;http://www.cg-wittlich.eu
GY;Wittlich;"GY Wittlich Peter-Wust";50297;"Koblenzer Str. 56";54516;(06571)956437-0;http://PWG-Wittlich.de
RS+;Wittlich;"RS+ Wittlich Clara-Viebig";41616;"Beethovenstr. 13";54516;(06571)97390;http://www.rsplus-wittlich.de
RS+;Wittlich;"RS+ Wittlich Kurfürst Balduin";40188;"Kurfürstenstr. 12";54516;"(06571) 95240";http://www.rs-wittlich.de
FOES;Wittlich;"SFGM Wittlich";30305;Franziskusstr.;54516;(06571)695302;http://gruenewaldschule.bildung-rp.de/
FOES;Wittlich;"SFLS Wittlich";30893;"Petrusstr. 28";54516;(06571)91570;http://www.liesertal-schule.bildung-rp.de
GS;Wolfstein;"GS Wolfstein";18520;"Im Tauchental 18";67752;(06304)4169280;http://gs-wolfstein.bildung-rp.de
RS+FOS;Wolfstein;"RS+FOS Lauterecken/Wolfstein";41839;"Im Tauchental 18";67752;"(06304)922200 o. 06382 92";http://www.rs-plus.de
GS;Wöllstein;"GS Wöllstein";27065;"Eleonorenstr. 83";55597;(06703)301425;
RS+;Wöllstein;"RS+ Wöllstein";42144;"Schulrat-Spang-Str. 7-9";55597;(06703)93040;http://www.realschuleplus-woellstein.de
GS;Wolsfeld;"GS Wolsfeld";24328;"Europastr. 65";54636;(06568)93136;
BBS;Worms;"BBS Worms DRK BBW";64150;"Eckenbertstr. 60";67549;(06241)953-151;http://www.bbw-worms.drk.de
BBS;Worms;"BBS Worms KHSW";60752;"Von-Steuben-Str. 31";67549;"06241 853-4300";http://khsw.biz-worms.de/
BBS;Worms;"BBS Worms Wirtschaft";60929;"Von-Steuben-Str. 31";67549;"(06241)8534370 ";http://bbsw.biz-worms.de/
FOES;Worms;"FöZ Worms";31001;"Elisabeth-Groß-Platz 1";67547;(06241)88329;http://förderzentrum-worms.de
GS;Worms;"GS Worms Abenheim";20557;"Weingartenstr. 5";67550;(06242)3731;
GS;Worms;"GS Worms Dalberg";18550;"Höhenstr. 19";67550;(06241)51925;http://www.dalbergschule.de
GS;Worms;"GS Worms Diesterweg";10238;"Nievergoltstr. 63";67549;(06241)76044;http://www.diesterweg-grundschule-worms.de
GS;Worms;"GS Worms Ernst-Ludwig";20903;"Gießenstr. 5";67547;(06241)6340;
GS;Worms;"GS Worms Heppenheim";18546;"Kirchhofplatz 9-13";67551;(06241)33050;
GS;Worms;"GS Worms Karmeliter";20467;"Karmeliterstr. 3";67547;(06241)26353;
GS;Worms;"GS Worms Kerschensteiner";20513;"Neubachstr. 57";67551;(06241)8534830;
GS;Worms;"GS Worms Montessori";27381;"Carl-Muth-Str. 34";67549;06241/8572811;http://www.montessorizentrum-natuerlich-lernen.de
GS;Worms;"GS Worms Neusatz";20860;"Willy-Brandt-Ring 5";67547;(06241)23866;
GS;Worms;"GS Worms Pestalozzi";20980;"Bensheimer Str. 45";67547;(06241)44844;
GS;Worms;"GS Worms Staudinger";21234;"Eckenbertstr. 5";67549;(06241)52067;http://www.staudingerschule-worms.bildung-rp.de
GS;Worms;"GS Worms Westend";23756;"Von-Steuben-Str. 11";67549;(06241)53363;
GS;Worms;"GS Worms Wiesoppenheim";18563;"Losengewann 32";67551;(06241)935492;http://www.gswiesoppenheim.de
GS;Worms;"GS Worms-Pfeddersheim";20946;"Grabenstr. 50";67551;(06247)7337;http://paternusschule.de
GS;Worms;"GS Worms-Rheindürkheim";26000;"Schulstr. 2";67550;(06242)7272;
GY;Worms;"GY Worms Eleonoren";50390;"Karlsplatz 3";67549;(06241)51077;http://elo-worms.de/
GY;Worms;"GY Worms Gauß";50450;"Von-Steuben-Str. 31";67549;(06241)8534400;http://www.gauss-worms.de
GY;Worms;"GY Worms Rudi-Stephan";50254;"Von-Steuben-Str. 31";67549;(06241)8534499;http://www.rsg.biz-worms.de/
IGS;Worms;"IGS Worms";70215;"Neubachstr. 57";67551;06241-8534800;http://www.nelly-sachs-igs.de
RS+;Worms;"RS+ Worms Karmeliter";40878;"Goethestr. 10a";67547;(06241)44638;http://www.karmeliter-realschule.de
RS+;Worms;"RS+ Worms Nibelungen";42427;"Karl-Hofmann-Anlage 2";67547;"(06241) 911891-0";"http://www.nibelungen-realschule-worms.de "
RS+;Worms;"RS+ Worms Pfrimmtal";42430;"Nievergoltstr. 63";67549;(06241)75602;http://www.pfrimmtalschule.de
RS+;Worms;"RS+ Worms Westend";40881;"Röderstr. 2";67549;(06241)53355;http://www.westend-realschule.de
GS;Wörrstadt;"GS Wörrstadt";24961;"Obere Schulstr. 16";55286;(06732)7512;http://neubornschule.de
IGS;Wörrstadt;"IGS Wörrstadt";70065;"Humboldtstr. 1";55286;(06732)91740;http://www.gfg-woerrstadt.de/
RS+;Wörrstadt;"RS+ Wörrstadt Erich-Kästner";42354;"Humboldstr. 1";55286;(06732)2919;http://www.ekrs-woerrstadt.de
